Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,   CPFR,Collection,SourceType,   RefCode,Note,Split
    NLD,     .,    .,     ., 1950, 1950, 14,   -99,   ACY,       1,0.00005,0.00000,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1950, 1950, 15,     1,   ACY,       1,0.00048,0.00005,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1950, 1950, 16,     1,   ACY,       1,0.00242,0.00053,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 17,     1,   ACY,       1,0.00801,0.00295,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 18,     1,   ACY,       1,0.01839,0.01096,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 19,     1,   ACY,       1,0.03175,0.02935,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 20,     1,   ACY,       1,0.04867,0.06110,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 21,     1,   ACY,       1,0.06917,0.10977,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 22,     1,   ACY,       1,0.09269,0.17894,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 23,     1,   ACY,       1,0.11862,0.27163,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 24,     1,   ACY,       1,0.14211,0.39025,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 25,     1,   ACY,       1,0.16316,0.53236,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 26,     1,   ACY,       1,0.17837,0.69552,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 27,     1,   ACY,       1,0.18901,0.87389,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 28,     1,   ACY,       1,0.19157,1.06290,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 29,     1,   ACY,       1,0.18790,1.25447,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 30,     1,   ACY,       1,0.18318,1.44237,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 31,     1,   ACY,       1,0.17541,1.62555,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 32,     1,   ACY,       1,0.16783,1.80096,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 33,     1,   ACY,       1,0.15697,1.96879,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 34,     1,   ACY,       1,0.14910,2.12576,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 35,     1,   ACY,       1,0.13864,2.27486,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 36,     1,   ACY,       1,0.12800,2.41350,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 37,     1,   ACY,       1,0.11469,2.54150,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 38,     1,   ACY,       1,0.10174,2.65619,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 39,     1,   ACY,       1,0.08803,2.75793,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 40,     1,   ACY,       1,0.07418,2.84596,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 41,     1,   ACY,       1,0.05963,2.92014,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 42,     1,   ACY,       1,0.04511,2.97977,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 43,     1,   ACY,       1,0.03167,3.02488,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 44,     1,   ACY,       1,0.02020,3.05655,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 45,     1,   ACY,       1,0.01137,3.07675,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 46,     1,   ACY,       1,0.00535,3.08812,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 47,     1,   ACY,       1,0.00212,3.09347,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 48,     1,   ACY,       1,0.00068,3.09559,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1950, 1950, 49,     1,   ACY,       1,0.00024,3.09627,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1950, 1950, 50,    99,   ACY,       1,0.00009,3.09651,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1951, 1951, 14,   -99,   ACY,       1,0.00008,0.00000,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1951, 1951, 15,     1,   ACY,       1,0.00056,0.00008,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1951, 1951, 16,     1,   ACY,       1,0.00229,0.00064,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 17,     1,   ACY,       1,0.00853,0.00293,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 18,     1,   ACY,       1,0.01979,0.01146,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 19,     1,   ACY,       1,0.03510,0.03125,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 20,     1,   ACY,       1,0.05195,0.06635,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 21,     1,   ACY,       1,0.07221,0.11830,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 22,     1,   ACY,       1,0.09628,0.19051,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 23,     1,   ACY,       1,0.12155,0.28679,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 24,     1,   ACY,       1,0.14413,0.40834,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 25,     1,   ACY,       1,0.16301,0.55247,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 26,     1,   ACY,       1,0.17843,0.71548,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 27,     1,   ACY,       1,0.18665,0.89391,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 28,     1,   ACY,       1,0.18867,1.08056,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 29,     1,   ACY,       1,0.18548,1.26923,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 30,     1,   ACY,       1,0.17995,1.45471,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 31,     1,   ACY,       1,0.17135,1.63466,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 32,     1,   ACY,       1,0.16145,1.80601,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 33,     1,   ACY,       1,0.15060,1.96746,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 34,     1,   ACY,       1,0.14133,2.11806,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 35,     1,   ACY,       1,0.13321,2.25939,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 36,     1,   ACY,       1,0.12314,2.39260,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 37,     1,   ACY,       1,0.11104,2.51574,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 38,     1,   ACY,       1,0.09835,2.62678,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 39,     1,   ACY,       1,0.08597,2.72513,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 40,     1,   ACY,       1,0.07141,2.81110,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 41,     1,   ACY,       1,0.05657,2.88251,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 42,     1,   ACY,       1,0.04261,2.93908,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 43,     1,   ACY,       1,0.03013,2.98169,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 44,     1,   ACY,       1,0.01906,3.01182,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 45,     1,   ACY,       1,0.01051,3.03088,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 46,     1,   ACY,       1,0.00517,3.04139,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 47,     1,   ACY,       1,0.00231,3.04656,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 48,     1,   ACY,       1,0.00087,3.04887,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1951, 1951, 49,     1,   ACY,       1,0.00036,3.04974,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1951, 1951, 50,    99,   ACY,       1,0.00015,3.05010,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1952, 1952, 14,   -99,   ACY,       1,0.00004,0.00000,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1952, 1952, 15,     1,   ACY,       1,0.00040,0.00004,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1952, 1952, 16,     1,   ACY,       1,0.00224,0.00044,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 17,     1,   ACY,       1,0.00880,0.00268,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 18,     1,   ACY,       1,0.02105,0.01148,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 19,     1,   ACY,       1,0.03705,0.03253,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 20,     1,   ACY,       1,0.05470,0.06958,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 21,     1,   ACY,       1,0.07484,0.12428,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 22,     1,   ACY,       1,0.09784,0.19912,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 23,     1,   ACY,       1,0.12405,0.29696,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 24,     1,   ACY,       1,0.14904,0.42101,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 25,     1,   ACY,       1,0.16973,0.57005,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 26,     1,   ACY,       1,0.18463,0.73978,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 27,     1,   ACY,       1,0.19285,0.92441,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 28,     1,   ACY,       1,0.19283,1.11726,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 29,     1,   ACY,       1,0.18849,1.31009,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 30,     1,   ACY,       1,0.18209,1.49858,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 31,     1,   ACY,       1,0.17268,1.68067,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 32,     1,   ACY,       1,0.16158,1.85335,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 33,     1,   ACY,       1,0.15077,2.01493,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 34,     1,   ACY,       1,0.14021,2.16570,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 35,     1,   ACY,       1,0.13037,2.30591,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 36,     1,   ACY,       1,0.12123,2.43628,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 37,     1,   ACY,       1,0.11019,2.55751,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 38,     1,   ACY,       1,0.09716,2.66770,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 39,     1,   ACY,       1,0.08408,2.76486,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 40,     1,   ACY,       1,0.07105,2.84894,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 41,     1,   ACY,       1,0.05687,2.91999,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 42,     1,   ACY,       1,0.04237,2.97686,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 43,     1,   ACY,       1,0.02922,3.01923,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 44,     1,   ACY,       1,0.01893,3.04845,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 45,     1,   ACY,       1,0.01088,3.06738,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 46,     1,   ACY,       1,0.00545,3.07826,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 47,     1,   ACY,       1,0.00219,3.08371,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 48,     1,   ACY,       1,0.00074,3.08590,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1952, 1952, 49,     1,   ACY,       1,0.00024,3.08664,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1952, 1952, 50,    99,   ACY,       1,0.00009,3.08688,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1953, 1953, 14,   -99,   ACY,       1,0.00006,0.00000,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1953, 1953, 15,     1,   ACY,       1,0.00050,0.00006,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1953, 1953, 16,     1,   ACY,       1,0.00237,0.00056,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 17,     1,   ACY,       1,0.00881,0.00293,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 18,     1,   ACY,       1,0.02035,0.01174,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 19,     1,   ACY,       1,0.03542,0.03209,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 20,     1,   ACY,       1,0.05282,0.06751,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 21,     1,   ACY,       1,0.07384,0.12033,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 22,     1,   ACY,       1,0.09741,0.19417,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 23,     1,   ACY,       1,0.12271,0.29158,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 24,     1,   ACY,       1,0.14787,0.41429,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 25,     1,   ACY,       1,0.17012,0.56216,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 26,     1,   ACY,       1,0.18340,0.73228,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 27,     1,   ACY,       1,0.18958,0.91568,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 28,     1,   ACY,       1,0.18939,1.10526,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 29,     1,   ACY,       1,0.18721,1.29465,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 30,     1,   ACY,       1,0.18049,1.48186,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 31,     1,   ACY,       1,0.17051,1.66235,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 32,     1,   ACY,       1,0.15897,1.83286,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 33,     1,   ACY,       1,0.14878,1.99183,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 34,     1,   ACY,       1,0.13767,2.14061,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 35,     1,   ACY,       1,0.12601,2.27828,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 36,     1,   ACY,       1,0.11620,2.40429,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 37,     1,   ACY,       1,0.10693,2.52049,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 38,     1,   ACY,       1,0.09471,2.62742,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 39,     1,   ACY,       1,0.08152,2.72213,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 40,     1,   ACY,       1,0.06822,2.80365,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 41,     1,   ACY,       1,0.05525,2.87187,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 42,     1,   ACY,       1,0.04117,2.92712,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 43,     1,   ACY,       1,0.02826,2.96829,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 44,     1,   ACY,       1,0.01749,2.99655,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 45,     1,   ACY,       1,0.00981,3.01404,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 46,     1,   ACY,       1,0.00480,3.02385,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 47,     1,   ACY,       1,0.00221,3.02865,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 48,     1,   ACY,       1,0.00090,3.03086,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1953, 1953, 49,     1,   ACY,       1,0.00032,3.03176,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1953, 1953, 50,    99,   ACY,       1,0.00012,3.03208,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1954, 1954, 14,   -99,   ACY,       1,0.00006,0.00000,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1954, 1954, 15,     1,   ACY,       1,0.00051,0.00006,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1954, 1954, 16,     1,   ACY,       1,0.00247,0.00057,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 17,     1,   ACY,       1,0.00843,0.00304,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 18,     1,   ACY,       1,0.01959,0.01147,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 19,     1,   ACY,       1,0.03522,0.03106,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 20,     1,   ACY,       1,0.05382,0.06628,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 21,     1,   ACY,       1,0.07501,0.12010,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 22,     1,   ACY,       1,0.09911,0.19511,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 23,     1,   ACY,       1,0.12491,0.29422,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 24,     1,   ACY,       1,0.15218,0.41913,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 25,     1,   ACY,       1,0.17537,0.57131,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 26,     1,   ACY,       1,0.19020,0.74668,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 27,     1,   ACY,       1,0.19327,0.93688,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 28,     1,   ACY,       1,0.19061,1.13015,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 29,     1,   ACY,       1,0.18458,1.32076,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 30,     1,   ACY,       1,0.17851,1.50534,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 31,     1,   ACY,       1,0.16978,1.68385,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 32,     1,   ACY,       1,0.15887,1.85363,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 33,     1,   ACY,       1,0.14693,2.01250,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 34,     1,   ACY,       1,0.13549,2.15943,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 35,     1,   ACY,       1,0.12533,2.29492,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 36,     1,   ACY,       1,0.11431,2.42025,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 37,     1,   ACY,       1,0.10258,2.53456,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 38,     1,   ACY,       1,0.09151,2.63714,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 39,     1,   ACY,       1,0.08022,2.72865,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 40,     1,   ACY,       1,0.06692,2.80887,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 41,     1,   ACY,       1,0.05178,2.87579,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 42,     1,   ACY,       1,0.03891,2.92757,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 43,     1,   ACY,       1,0.02754,2.96648,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 44,     1,   ACY,       1,0.01790,2.99402,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 45,     1,   ACY,       1,0.01004,3.01192,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 46,     1,   ACY,       1,0.00477,3.02196,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 47,     1,   ACY,       1,0.00205,3.02673,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 48,     1,   ACY,       1,0.00075,3.02878,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1954, 1954, 49,     1,   ACY,       1,0.00030,3.02953,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1954, 1954, 50,    99,   ACY,       1,0.00013,3.02983,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1955, 1955, 14,   -99,   ACY,       1,0.00006,0.00000,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1955, 1955, 15,     1,   ACY,       1,0.00053,0.00006,       ODE,  estimate,    NLD_01,   .,    2
    NLD,     .,    .,     ., 1955, 1955, 16,     1,   ACY,       1,0.00267,0.00059,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 17,     1,   ACY,       1,0.00913,0.00326,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 18,     1,   ACY,       1,0.02110,0.01239,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 19,     1,   ACY,       1,0.03666,0.03349,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 20,     1,   ACY,       1,0.05396,0.07015,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 21,     1,   ACY,       1,0.07509,0.12411,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 22,     1,   ACY,       1,0.10067,0.19920,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 23,     1,   ACY,       1,0.12900,0.29987,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 24,     1,   ACY,       1,0.15615,0.42887,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 25,     1,   ACY,       1,0.17876,0.58502,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 26,     1,   ACY,       1,0.19223,0.76378,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 27,     1,   ACY,       1,0.19619,0.95601,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 28,     1,   ACY,       1,0.19412,1.15220,       ODE,  estimate,    NLD_01,   .,    0
    NLD,     .,    .,     ., 1955, 1955, 29,     1,   ACY,       1,0.18967,1.34632,       ODE,  estimate,    NLD_01,   .,    0
